"login.norton.com","https://login.norton.com/sso/embedded/update","{\"learned_xpath_click\": \"#signin_button\", \"learned_xpath_password\": \"#loginPassword\", \"learned_xpath_username\": \"#loginUsername\"}"
"login.xero.com","https://login.xero.com/","{\"learned_xpath_click\": \"#submitButton\", \"learned_xpath_password\": \"#password\", \"learned_xpath_username\": \"#email\"}"
"LogMeIn","https://accounts.logme.in/login.aspx","{\"learned_xpath_click\": \"#btnSubmit\", \"learned_xpath_password\": \"#password\", \"learned_xpath_username\": \"#email\"}"
"LogMeIn Rescue","https://secure.logmeinrescue.com/Account/Login","{\"learned_xpath_password_xpath\": \"/html/body/div[1]/div[1]/div/div/form[1]/div[5]/input\", \"learned_xpath_username_xpath\": \"/html/body/div[1]/div[1]/div/div/form[1]/div[4]/input\", \"learned_xpath_username\": \"#Email\", \"learned_doc_id_username\": -1, \"learned_xpath_click_xpath\": \"/html/body/div[1]/div[1]/div/div/form[1]/input\", \"learned_xpath_click\": \"INPUT[type\\u003d\\u0027submit\\u0027][class\\u003d\\u0027hiddenSubmit\\u0027]\", \"learned_doc_id_password\": -1, \"learned_doc_id_click\": -1, \"learned_xpath_password\": \"#Password\"}"
"Lone Star College","https://my.lonestar.edu/psp/porprd/EMPLOYEE/EMPL/h/","{\"learned_xpath_password_xpath\": \"/html/body/div[2]/div[3]/form/div[2]/input[3]\", \"learned_xpath_username_xpath\": \"/html/body/div[2]/div[3]/form/div[2]/input[2]\", \"learned_xpath_username\": \"#userid\", \"learned_doc_id_username\": \"-1\", \"learned_xpath_click_xpath\": \"/html/body/div[2]/div[3]/form/div[3]/div/input\", \"learned_xpath_click\": \"INPUT[name\\u003d\\u0027Submit\\u0027][type\\u003d\\u0027submit\\u0027][class\\u003d\\u0027button\\u0027][tabindex\\u003d\\u00273\\u0027]\", \"learned_doc_id_password\": \"-1\", \"learned_doc_id_click\": \"-1\", \"learned_xpath_password\": \"#pwd\"}"
"LongJump","https://na.longjump.com/networking/Service","{\"learned_xpath_click\": \"#button\", \"learned_xpath_password\": \"#password\", \"learned_xpath_username\": \"#login\"}"
"Loop11","https://www.loop11.com/account/login/","{\"learned_xpath_password_xpath\": \"/html/body/div[2]/div/div/div/form/div[2]/input\", \"learned_xpath_username_xpath\": \"/html/body/div[2]/div/div/div/form/div[1]/input\", \"learned_xpath_username\": \"#id_username\", \"learned_doc_id_username\": -1, \"learned_xpath_click_xpath\": \"/html/body/div[2]/div/div/div/form/div[4]/input\", \"learned_xpath_click\": \"INPUT[class\\u003d\\u0027btn-blue\\u0027][name\\u003d\\u0027set\\u0027][type\\u003d\\u0027submit\\u0027]\", \"learned_doc_id_password\": -1, \"learned_doc_id_click\": -1, \"learned_xpath_password\": \"#id_password\"}"
"Lucidchart","https://www.lucidchart.com/users/login?passwordOnly=1","{\"learned_xpath_click\": \"#signin\", \"learned_xpath_password\": \"#password\", \"learned_xpath_username\": \"#username\"}"
"Lufthansa","https://www.lufthansa.com/online/portal/lh/de/my_account/mybookings","{\"learned_xpath_password_xpath\": \"/html/body/div[3]/div[2]/div/div/div[2]/div/div[2]/div/div[2]/div/form/div[3]/div/span/input\", \"learned_xpath_username_xpath\": \"/html/body/div[3]/div[2]/div/div/div[2]/div/div[2]/div/div[2]/div/form/div[2]/div/span/input\", \"learned_xpath_username\": \"#lid_input_78\", \"learned_doc_id_username\": -1, \"learned_xpath_click_xpath\": \"/html/body/div[3]/div[2]/div/div/div[2]/div/div[2]/div/div[2]/div/form/div[5]/div[1]/button\", \"learned_xpath_click\": \"BUTTON[class\\u003d\\u0027pull-sm-right btn btn-primary disabled\\u0027][type\\u003d\\u0027submit\\u0027]\", \"learned_doc_id_password\": -1, \"learned_doc_id_click\": -1, \"learned_xpath_password\": \"#lid_input_79\"}"
"Lumesse EasyCruit","https://www.easycruit.com/","{\"learned_xpath_password_xpath\": \"/html/body/section/section/div/div[3]/form/div[3]/input\", \"learned_xpath_username_xpath\": \"/html/body/section/section/div/div[3]/form/div[2]/input\", \"learned_xpath_username\": \"#identity\", \"learned_doc_id_username\": -1, \"learned_xpath_click_xpath\": \"/html/body/section/section/div/div[3]/form/div[5]/input\", \"learned_xpath_click\": \"#signinButton\", \"learned_doc_id_password\": -1, \"learned_doc_id_click\": -1, \"learned_xpath_password\": \"#credential\"}"
"lynda.com","http://www.lynda.com/user/login/modal","{\"learned_xpath_click\": \"#lnk_login\", \"learned_xpath_password\": \"#passwordInput\", \"learned_xpath_username\": \"#usernameInput\"}"
"Lyris","https://www.lyrishq.net/hq/login/login","{\"learned_xpath_click\": \"#loginbutton\", \"learned_xpath_password\": \"#password\", \"learned_xpath_username\": \"#login\"}"
"M-Files Partner Portal","https://partners.cloudvault.m-files.com/Login.aspx","{\"learned_xpath_click\": \"INPUT[type\\u003d\\u0027submit\\u0027][value\\u003d\\u0027Log In\\u0027]\", \"learned_xpath_password\": \"#txtPassword\", \"learned_xpath_username\": \"#txtUsername\"}"
"Magento","https://account.magento.com/customer/account/login","{\"learned_xpath_click\": \"#send2\", \"learned_xpath_password\": \"#pass\", \"learned_xpath_username\": \"#email\"}"
"MailChimp","https://login.mailchimp.com/","{\"learned_xpath_click\": \"BUTTON[tabindex\\u003d\\u00273\\u0027][class\\u003d\\u0027button-large button-wide full-width p1 !margin-bottom--lv5\\u0027][type\\u003d\\u0027submit\\u0027]\", \"learned_xpath_password\": \"#password\", \"learned_xpath_username\": \"#username\"}"
"Mailprotector CloudMail","https://webmail.cloudmail.email/","{\"learned_xpath_password_xpath\": \"/html/body/div[1]/div[2]/div[3]/div[1]/div[1]/div[1]/div[2]/form/div[1]/div[2]/span/input\", \"learned_xpath_username_xpath\": \"/html/body/div[1]/div[2]/div[3]/div[1]/div[1]/div[1]/div[2]/form/div[1]/div[1]/span/input\", \"learned_xpath_username\": \"#email\", \"learned_doc_id_username\": \"-1\", \"learned_xpath_click_xpath\": \"/html/body/div[1]/div[2]/div[3]/div[1]/div[1]/div[1]/div[2]/form/div[2]/button\", \"learned_xpath_click\": \"BUTTON[type\\u003d\\u0027submit\\u0027][class\\u003d\\u0027button login command unavailable command-disabled disable disabled\\u0027]\", \"learned_doc_id_password\": \"-1\", \"learned_doc_id_click\": \"-1\", \"learned_xpath_password\": \"#password\"}"
"Mailprotector Console","https://console.mailprotector.com/signin","{\"learned_xpath_click\": \"BUTTON[class\\u003d\\u0027btn btn-default btn-lg full\\u0027][name\\u003d\\u0027submit\\u0027]\", \"learned_xpath_password\": \"#password\", \"learned_xpath_username\": \"#username\"}"
"Mailprotector XtraMail","https://webmail.xtramail.email/","{\"learned_xpath_password_xpath\": \"/html/body/div[1]/div[2]/div[3]/div[1]/div[1]/div[1]/div[2]/form/div[1]/div[2]/span/input\", \"learned_xpath_username_xpath\": \"/html/body/div[1]/div[2]/div[3]/div[1]/div[1]/div[1]/div[2]/form/div[1]/div[1]/span/input\", \"learned_xpath_username\": \"#email\", \"learned_doc_id_username\": \"-1\", \"learned_xpath_click_xpath\": \"/html/body/div[1]/div[2]/div[3]/div[1]/div[1]/div[1]/div[2]/form/div[2]/button\", \"learned_xpath_click\": \"BUTTON[type\\u003d\\u0027submit\\u0027][class\\u003d\\u0027button login command unavailable command-disabled disable disabled\\u0027]\", \"learned_doc_id_password\": \"-1\", \"learned_doc_id_click\": \"-1\", \"learned_xpath_password\": \"#password\"}"
