"E2Open Business Process Network [Logistics]","https://network.e2open.com/web/e2open/portal","{\"learned_xpath_click\": \"INPUT[class\\u003d\\u0027bul\\u0027][type\\u003d\\u0027image\\u0027][src\\u003d\\u0027/images/btn.gif\\u0027][alt\\u003d\\u0027image\\u0027]\", \"learned_xpath_password\": \"#password\", \"learned_xpath_username\": \"#username\"}"
"E2Open Collaboration Manager","https://portal.chg.e2open.com/web/cdaa/redirector","{\"learned_xpath_click\": \"#submit\", \"learned_xpath_password\": \"#password\", \"learned_xpath_username\": \"#username\"}"
"E2Open Customer Support Portal","http://www.e2open.com/csp/","{\"learned_xpath_click\": \"INPUT[type\\u003d\\u0027submit\\u0027][class\\u003d\\u0027btn\\u0027][value\\u003d\\u0027Login\\u0027]\", \"learned_xpath_password\": \"#password\", \"learned_xpath_username\": \"#username\"}"
"E2Open Network (Production)","https://e2net.e2open.com/E2NETPROD_pl/portal","{\"learned_xpath_click\": \"#submit\", \"learned_xpath_password\": \"#password\", \"learned_xpath_username\": \"#username\"}"
"Earth Class Mail","https://secure.earthclassmail.com/Login.aspx","{\"learned_xpath_click\": \"#buttonLogin\", \"learned_xpath_password\": \"#password\", \"learned_xpath_username\": \"#username\"}"
"EazeWork","https://www.eazework.com/login/","{\"learned_xpath_click\": \"#ctl00_ContentPlace_btnLogin\", \"learned_xpath_password\": \"#Password\", \"learned_xpath_username\": \"#Login\"}"
"eBay","https://signin.ebay.com/ws/eBayISAPI.dll","{\"learned_xpath_click\": \"#sgnBt\", \"learned_xpath_password\": \"#pass\", \"learned_xpath_username\": \"#userid\"}"
"eBay UK","https://signin.ebay.co.uk/ws/eBayISAPI.dll","{\"learned_xpath_click\": \"#sgnBt\", \"learned_xpath_password\": \"#pass\", \"learned_xpath_username\": \"#userid\"}"
"eBuilder","https://app.e-builder.net/www/index.aspx","{\"learned_xpath_click\": \"INPUT[type\\u003d\\u0027submit\\u0027]\", \"learned_xpath_password\": \"#Password\", \"learned_xpath_username\": \"#Username\"}"
"Econsultancy","https://econsultancy.com/login","{\"learned_xpath_click\": \"DIV[class\\u003d\\u0027either-or__first\\u0027] INPUT[name\\u003d\\u0027commit\\u0027]\", \"learned_xpath_password\": \"DIV[class\\u003d\\u0027either-or__first\\u0027] INPUT[type\\u003d\\u0027password\\u0027]\", \"learned_xpath_username\": \"DIV[class\\u003d\\u0027either-or__first\\u0027] INPUT[type\\u003d\\u0027email\\u0027]\"}"
"eDECA 2.0","https://www.e-deca2.org/Login.aspx","{\"learned_xpath_click\": \"#cphMainData_Submit\", \"learned_xpath_password\": \"#cphMainData_tbPassword\", \"learned_xpath_username\": \"#cphMainData_tbUserName\"}"
"eFolder Mobile","https://www.efolder.jp/asp/UA601","{\"learned_xpath_click\": \"INPUT[id\\u003d\\u0027button\\u0027][onclick\\u003d\\u0027UA601EV001()\\u0027]\", \"learned_xpath_password\": \"INPUT[name\\u003d\\u0027PASSWORD\\u0027][type\\u003d\\u0027password\\u0027][class\\u003d\\u0027input_text\\u0027]\", \"learned_xpath_username\": \"INPUT[type\\u003d\\u0027text\\u0027][name\\u003d\\u0027FORM_LOGIN_ID\\u0027][class\\u003d\\u0027input_text\\u0027]\"}"
"eFolder PC","https://www.efolder.jp/asp/UA001","{\"learned_xpath_click\": \"INPUT[id\\u003d\\u0027button\\u0027][onclick\\u003d\\u0027UA001EV001()\\u0027]\", \"learned_xpath_password\": \"#textfieldPass\", \"learned_xpath_username\": \"#textfieldLoginId\"}"
"Egencia","https://www.egencia.com/auth/v1/login?call-back-url=aHR0cHM6Ly93d3cuZWdlbmNpYS5pZS9hcHA%2Fc2VydmljZT1leHRlcm5hbCZwYWdlPUxvZ2luJm1vZGU9Zm9ybSZtYXJrZXQ9SUUmbGFuZz1lbg%3D%3D","{\"learned_xpath_click\": \"#authLoginSubmit\", \"learned_xpath_password\": \"#password\", \"learned_xpath_username\": \"#userName\"}"
"eIFRS","http://eifrs.ifrs.org/eifrs/Menu","{\"learned_xpath_click\": \"BUTTON[type\\u003d\\u0027submit\\u0027]\", \"learned_xpath_password\": \"INPUT[type\\u003d\\u0027password\\u0027][name\\u003d\\u0027j_password\\u0027][placeholder\\u003d\\u0027Password\\u0027][class\\u003d\\u0027form-control\\u0027]\", \"learned_xpath_username\": \"#j_username\"}"
"EIMS","http://www.eims.biz/login.aspx","{\"learned_xpath_click\": \"#ctl00_ContentPlaceHolder1_Login_btnLogin\", \"learned_xpath_password\": \"#ctl00_ContentPlaceHolder1_Login_txtPassword\", \"learned_xpath_username\": \"#ctl00_ContentPlaceHolder1_Login_txtUsername\"}"
"Ektron","https://portal.ektron.com/","{\"learned_xpath_click\": \"#ctl00_ctl00_uxMainNav_LoginControl1_loginButton\", \"learned_xpath_password\": \"#ctl00_ctl00_uxMainNav_LoginControl1_loginPassword\", \"learned_xpath_username\": \"#ctl00_ctl00_uxMainNav_LoginControl1_loginEmail\"}"
"Elance","https://www.elance.com/php/landing/main/login.php","{\"learned_xpath_click\": \"#spr-sign-in-btn-standard\", \"learned_xpath_password\": \"#passwd\", \"learned_xpath_username\": \"#login_name\"}"
"ElephantDrive","https://vault.elephantdrive.com/account/login.aspx","{\"learned_xpath_click\": \"#btnLoginLink\", \"learned_xpath_password\": \"#txtAuthPswd\", \"learned_xpath_username\": \"#txtAuthEmail\"}"
"EliteEmail Classic","http://www.eliteemail.com/login/","{\"learned_xpath_username\": \"#uname\", \"learned_doc_id_username\": \"-1\", \"learned_xpath_click\": \"INPUT[type\\u003d\\u0027image\\u0027][src\\u003d\\u0027http://www.eliteemail.com/old/image/login_btn.png\\u0027]\", \"learned_doc_id_password\": \"-1\", \"learned_doc_id_click\": \"-1\", \"learned_xpath_password\": \"#pword\"}"
"EliteEmail Fusion","https://members.eliteemail.net/Account/Login","{\"learned_xpath_username\": \"#Email\", \"learned_doc_id_username\": \"-1\", \"learned_xpath_click\": \"FORM[id\\u003d\\u0027defaultForm\\u0027] BUTTON[style\\u003d\\u0027width:100%\\u0027]\", \"learned_doc_id_password\": \"-1\", \"learned_doc_id_click\": \"-1\", \"learned_xpath_password\": \"#Password\"}"
